,UUID,Date,text,FixedText
18020,df14e5a1-466b-4e5f-a82e-61ba587d4577,1890-10-22,"<p>attended to. often the <u>very</u> <u>training</u> of our best <br/>
singers would amount to hundreds of dollars each <br/>
if paid for. And they are not always fortunate enough <br/>
to get this for nothing.</p>

<p>In [[Evan Stephens|my]] judgement, there should be a <u>training</u> <u>school</u><br/>
in connection with our choir, where all members <br/>
could have at least ordinary instructions free of <br/>
charge. Those possessing extraordinary voices and <br/>
talents even that <u>individual</u> <u>care</u> and <u>training</u> that<br/>
result in ^the^ greatest perfection possible.  (I mean<br/>
<u>private</u> <u>instructions</u>)</p>

<p><u>A</u> <u>fund</u> <u>should</u> <u>be</u> <u>created</u> <u>for</u> <u>this</u> <u>in</u> <u>some</u> <u>way</u>.<br/>
As I do not understand that my duties as <br/>
conductor includes that of <u>music</u> <u>teacher</u>. (only <br/>
so far as preparing them for their sabbath duties <br/>
go, as my predesessars have done, and as much <br/>
better as possible.) Perhaps the means to carry on <br/>
such a scheme could be raised by our own efforts <br/>
as a choir, if permitted to give sacred concerts in<br/>
the building: setting no deffinite charge for admission<br/>
but <strike>letting</strike> permitting every one attending to give what <br/>
ever he chose towards such a fund. Such work rather <br/>
semes to increase the interest of singers rather than <br/>
weary them if successfully done.</p>","attended to. often the very training of our best  singers would amount to hundreds of dollars each  if paid for. And they are not always fortunate enough  to get this for nothing.  In my judgement, there should be a training school in connection with our choir, where all members  could have at least ordinary instructions free of  charge. Those possessing extraordinary voices and  talents even that individual care and training that result in ^the^ greatest perfection possible.  (I mean private instructions)  A fund should be created for this in some way. As I do not understand that my duties as  conductor includes that of music teacher. (only  so far as preparing them for their sabbath duties  go, as my predesessars have done, and as much  better as possible.) Perhaps the means to carry on  such a scheme could be raised by our own efforts  as a choir, if permitted to give sacred concerts in the building: setting no deffinite charge for admission but letting permitting every one attending to give what  ever he chose towards such a fund. Such work rather  semes to increase the interest of singers rather than  weary them if successfully done."
18021,6a356bcb-3100-47d6-88f3-4422cfc19e24,1892-02-22,"<p>SALT LAKE <br/>
CHORAL SOCIETY.</p>

<p>THE LEADING MUSICAL ORGANIZATION OF THE WEST</p>

<p>PROF. [[Evan Stephens|EVAN STEPHENS]], <br/>
CONDUCTOR.<br/>
PROF. [[Thomas Radcliffe|THOS. RADCLIFFE]], <br/>
ORGANIST.<br/>
MRS. D<sup>R</sup> HAMILTON, <br/>
ASST. ORGANIST.</p>

<p>DIRECTORS.<br/>
[[Horace Gibson Whitney|H. G. WHITNEY]], D<sup>R</sup>VINCENT,<br/>
[[John Daniel Spencer|J. D. SPENCER]],  [[George Dollinger Pyper|G. D. PYPER]],<br/>
[[Eli Harvey Peirce|E.H. PEIRCE]], SECY. &amp; TREAS.</p>

<p>[[Salt Lake City, Salt Lake County, Utah Territory|Salt Lake City]], Utah <time datetime=""1892-02-22"">Feb 22 1892</time></p>

<p>President Woodruff and Council<br/>
Brethern;</p>

<p>Our choirs generally are very <br/>
short of music books needed for their regular <br/>
use. While the music published by our own <br/>
enterprising publishers, (The News &amp; Juvenile Inst Co.)<br/>
is but little bought and used. All for the want <br/>
of funds.</p>

<p>I have thought that an entertainment <br/>
devoted to that purpose and given on the <br/>
most favorable night that could be spared <br/>
during the April Conference, in the [[Tabernacle, Salt Lake City, Salt Lake County, Utah Territory|Tabernacle]] <br/>
could aid us much, if there are not insuroundable <br/>
objections to using the Building for the purpose.</p>

<p>To make a beginning I would propose <br/>
aiding the Twenty five or Thirty Choirs in and <br/>
near Salt Lake City. Letting all the choirs unite <br/>
in one body with the Tabernacle Choir.<br/>
Each choir to select a suitable man to canvass</p>","SALT LAKE  CHORAL SOCIETY.  THE LEADING MUSICAL ORGANIZATION OF THE WEST  PROF. EVAN STEPHENS,  CONDUCTOR. PROF. THOS. RADCLIFFE,  ORGANIST. MRS. DR HAMILTON,  ASST. ORGANIST.  DIRECTORS. H. G. WHITNEY, DRVINCENT, G. D. PYPER, E.H. PEIRCE, SECY. and TREAS.  Salt Lake City, Utah Feb 22 1892  President Woodruff and Council Brethern;  Our choirs generally are very  short of music books needed for their regular  use. While the music published by our own  enterprising publishers, (The News and Juvenile Inst Co.) is but little bought and used. All for the want  of funds.  I have thought that an entertainment  devoted to that purpose and given on the  most favorable night that could be spared  during the April Conference, in the Tabernacle  could aid us much, if there are not insuroundable  objections to using the Building for the purpose.  To make a beginning I would propose  aiding the Twenty five or Thirty Choirs in and  near Salt Lake City. Letting all the choirs unite  in one body with the Tabernacle Choir. Each choir to select a suitable man to canvass"
18022,2541cff2-0004-4a43-bacf-1e1692f424f9,1890-10-22,"<p>With proper work and encouragement we <br/>
might succeed in also creating a small fund <br/>
to draw from on extraordinary occasions <br/>
such as in case of long sickness of a member.<br/>
a little check for $25<sup><u>00</u></sup> from the choir would <br/>
greatly gladden the heart of a destitute invalid, as <br/>
in case of death, a needy widow. And a little <br/>
wedding present from ""our choir"" would be a never-<br/>
forgotten treasure. in case of a couple marrying in the choir,<br/>
A juvenile <u>choir</u> and <u>class</u> should also be <br/>
in existence—made up from the most talented<br/>
of the children nearing manhood and womanhood.<br/>
these would be then prepared to step into the <br/>
places of regular members who through various <br/>
causes become inactive.</p>

<p>Such is [[Evan Stephens|my]] aim. have I your permission <br/>
to go to work to accomplish it all as suggested <br/>
and shall I have your hearty support to make <br/>
it a success?</p>

<p>Some few changes are sadly neeed about <br/>
the organ in order to have it more effective <br/>
and servicable in aiding the choir.</p>

<p>Later I hope to be able to effect a closer <br/>
union of all the choirs in the city, also improve<br/>
the congregational singing greatly. But</p>","With proper work and encouragement we  might succeed in also creating a small fund  to draw from on extraordinary occasions  such as in case of long sickness of a member. a little check for $2500 from the choir would  greatly gladden the heart of a destitute invalid, as  in case of death, a needy widow. And a little  wedding present from ""our choir"" would be a never- forgotten treasure. in case of a couple marrying in the choir, A juvenile choir and class should also be  in existence—made up from the most talented of the children nearing manhood and womanhood. these would be then prepared to step into the  places of regular members who through various  causes become inactive.  Such is my aim. have I your permission  to go to work to accomplish it all as suggested  and shall I have your hearty support to make  it a success?  Some few changes are sadly neeed about  the organ in order to have it more effective  and servicable in aiding the choir.  Later I hope to be able to effect a closer  union of all the choirs in the city, also improve the congregational singing greatly. But"
18023,bfe61920-01af-4bfb-98cb-f8199b38d500,1892-02-22,"<p>the ward for patronage, or subscribers, and <br/>
then dividing up the proceeds as follows.<br/>
One half the gross receipts to defraying expenses <br/>
and to the Tabernacle Choir.  The other half to <br/>
be divided to the ward choirs according to <br/>
the number of singers taking part and the <br/>
number of tickets disposed of in each ward.</p>

<p>""In unity there is strength.""  And with our <br/>
twentieth part the trouble of each trying to <br/>
raise funds for itse<strike>f</strike>lf, we could join together <br/>
with much profit to all the choirs, and the<br/>
artistic benefits of such a ""Union Choir"" would <br/>
be great.</p>

<p>Something is needed to lift our ward choirs <br/>
to a higher level of proficiency. Many feel <br/>
more or less discouraged because they have not <br/>
music enough to keep them interested.</p>

<p>At another time the invitation might be extended <br/>
to [[Logan, Cache County, Utah Territory|Logan]], [[Provo, Utah County, Utah Territory|Provo]], [[Ogden, Weber County, Utah Territory|Ogden]], and other choirs. And<br/>
</p>","the ward for patronage, or subscribers, and  then dividing up the proceeds as follows. One half the gross receipts to defraying expenses  and to the Tabernacle Choir.  The other half to  be divided to the ward choirs according to  the number of singers taking part and the  number of tickets disposed of in each ward.  ""In unity there is strength.""  And with our  twentieth part the trouble of each trying to  raise funds for itseflf, we could join together  with much profit to all the choirs, and the artistic benefits of such a ""Union Choir"" would  be great.  Something is needed to lift our ward choirs  to a higher level of proficiency. Many feel  more or less discouraged because they have not  music enough to keep them interested.  At another time the invitation might be extended  to Ogden, and other choirs. And "
18024,5fd22648-00eb-40d8-b4d9-74970bbc1c44,1890-10-22,"<p>it cannot all be done at once. And <br/>
I should like the choir established on a <br/>
successful basis <u>first</u>. it will then be <br/>
able to aid me in all other praiseworthy <br/>
efforts towards advancement.</p>

<p>I beg a hasty consideration of all this <br/>
as I must not remain inactive long, <br/>
and much depends on beginning rightly<br/>
and with a deffinite aim to work to.</p>

<p>Your Bro<br/>
[[Evan Stephens|Evan Stephens]]</p>

<p>[sideways text]<br/>
<u>Evan Stephens</u>,<br/>
<u>Rec<sup>d</sup> 22 Oct. 1890</u>.<br/>
[end of sideways text]</p>","it cannot all be done at once. And  I should like the choir established on a  successful basis first. it will then be  able to aid me in all other praiseworthy  efforts towards advancement.  I beg a hasty consideration of all this  as I must not remain inactive long,  and much depends on beginning rightly and with a deffinite aim to work to.  Your Bro Evan Stephens  sideways text Evan Stephens, Recd 22 Oct. 1890. end of sideways text"
18025,2e1f600e-4f11-463c-9b24-1348fd04997a,1892-02-22,"<p>there by degrees, we could instill the spirit of <br/>
advancement throughout the entire community.</p>

<p>If you think it adviseable to do some-<br/>
thing in this line, I would work with all my <br/>
energy to accomplish as much as possible.</p>

<p>As the time is very short between now <br/>
and the coming Conference, an early reply would <br/>
greatly oblige me.</p>

<p>Your Bro. <br/>
[[Evan Stephens|Evan Stephens]]<br/>
1263 E. Brig' Street<br/>
[[Salt Lake City, Salt Lake County, Utah Territory|Salt Lake City]].</p>","there by degrees, we could instill the spirit of  advancement throughout the entire community.  If you think it adviseable to do some- thing in this line, I would work with all my  energy to accomplish as much as possible.  As the time is very short between now  and the coming Conference, an early reply would  greatly oblige me.  Your Bro.  Evan Stephens 1263 E. Brig' Street Salt Lake City."
18026,2115d7d2-a476-428e-9895-c87ce6b6fddb,1890-04-02,"<p>[[Evan Stephens|Evan Stevens]]</p>

<p>[[Salt Lake City, Salt Lake County, Utah Territory|Salt Lake City]] <br/>
<time datetime=""1890-04-02""><u>April 2<sup><u>nd</u></sup> [18]90</u></time></p>

<p>Prest Woodruff</p>

<p>Dear Bro.</p>

<p>Through your kindness a few <br/>
months since we were favored with a music-<br/>
al treat in the [[Tabernacle, Salt Lake City, Salt Lake County, Utah Territory|Tabernacle]] that awakened <br/>
a new musical interest in our community.<br/>
I have reference to the Gilmore Concerts, at <br/>
which the fine local <u>chorus</u>, surprised the <br/>
eastern artists as well as themselves, and <br/>
their friends at home.</p>

<p>The result has been that our singers have <br/>
formed themselves into a permanent organ-<br/>
ization and are now prepared to do work <br/>
on their own account.</p>

<p>In their behalf, I now write you to ask a <br/>
continuation of the favor that gave them exist-<br/>
ence, namely the use (on reasonable terms) of the <br/>
only building in our [[Utah Territory|terri<strike>o</strike>tory]] where an organi-<br/>
zation of their size could hold forth, for a <br/>
<u>grand</u> <u>musical</u> <u>festival</u>, of three great </p>","Evan Stevens  Salt Lake City  April 2nd 1890  Prest Woodruff  Dear Bro.  Through your kindness a few  months since we were favored with a music- al treat in the Tabernacle that awakened  a new musical interest in our community. I have reference to the Gilmore Concerts, at  which the fine local chorus, surprised the  eastern artists as well as themselves, and  their friends at home.  The result has been that our singers have  formed themselves into a permanent organ- ization and are now prepared to do work  on their own account.  In their behalf, I now write you to ask a  continuation of the favor that gave them exist- ence, namely the use (on reasonable terms) of the  only building in our terriotory where an organi- zation of their size could hold forth, for a  grand musical festival, of three great "
18027,a9a98b21-4b7f-4418-84c4-cc7be8b00314,1890-04-02,"<p>concerts, about the middle of May next.<br/>
Two, or Three, places only in america have <br/>
these musical treats, annually. And with <br/>
our glorious organ, [[Tabernacle, Salt Lake City, Salt Lake County, Utah Territory|Tabernacle]], and host of <br/>
remarkable voices that we can boast of, <br/>
we can in one of the most refining arts, soon<br/>
hold our own with the best of them.</p>

<p>A chorus of about 500 singers, and every good <br/>
instrumentalist in the [[Salt Lake City, Salt Lake County, Utah Territory|city]], and our many <br/>
excellent solo singers will all be brought to <br/>
work at their very best. And possibly Miss <br/>
Emma Juck, the very best american sing-<br/>
er before the public, (both from moral and<br/>
artistic view) will be engaged to aid us in <br/>
making it such an interesting affair as to <br/>
warrant an attendence from all the coun-<br/>
try for a thousand miles around.</p>

<p>[[Evan Stephens|I]] beleive with a favorable oppertunity we<br/>
can in this way be placed in our true light <br/>
before all the world so far as our love for <br/>
and ability in the devine art is concerned.<br/>
Could you but <strike>l</strike> witness the enthusiasm </p>","concerts, about the middle of May next. Two, or Three, places only in america have  these musical treats, annually. And with  our glorious organ, Tabernacle, and host of  remarkable voices that we can boast of,  we can in one of the most refining arts, soon hold our own with the best of them.  A chorus of about 500 singers, and every good  instrumentalist in the city, and our many  excellent solo singers will all be brought to  work at their very best. And possibly Miss  Emma Juck, the very best american sing- er before the public, (both from moral and artistic view) will be engaged to aid us in  making it such an interesting affair as to  warrant an attendence from all the coun- try for a thousand miles around.  I beleive with a favorable oppertunity we can in this way be placed in our true light  before all the world so far as our love for  and ability in the devine art is concerned. Could you but l witness the enthusiasm "
18028,1898066b-f2e2-49cb-b7e8-4bcd2cf4d1a5,1892-03-16,"<p>March/91<br/>
[[Evan Stephens|Evan Stephens]].<br/>
[[Salt Lake City, Salt Lake County, Utah Territory|City]]<br/>
Salt Lake. March <span class=""unclear"">[illegible]</span> <time datetime=""1892-03-16"">Mar 16/92</time><br/>
President Woodruff &amp; Councilors<br/>
Brethren,</p>

<p>I have, at last, finished up <br/>
the Concert accounts and given <br/>
my report to Bishops [[William Bowker Preston|Preston]], [[John Rex Winder|Winder]] <br/>
and [[Robert Taylor Burton|Burton]].</p>

<p>I am glad to learn that you <br/>
were present, and hope that every <br/>
thing was saatisfactory to you.</p>

<p>The financial outcome you will <br/>
see from the reports in the hands <br/>
of the Bishops.  While it is not <br/>
large. considering the amount of <br/>
sickness prevelent at the time.<br/>
I cannot but think it was a<br/>
fair result of our effort.</p>","March/91 Evan Stephens. City Salt Lake. March illegible Mar 16/92 President Woodruff and Councilors Brethren,  I have, at last, finished up  the Concert accounts and given  my report to Bishops Winder  and Burton.  I am glad to learn that you  were present, and hope that every  thing was saatisfactory to you.  The financial outcome you will  see from the reports in the hands  of the Bishops.  While it is not  large. considering the amount of  sickness prevelent at the time. I cannot but think it was a fair result of our effort."
18029,cbf23900-9872-494f-95ca-ab92333a82bd,1890-04-02,"<p>exhibit<strike>a</strike>ed by this large body of singers in their <br/>
work, [[Evan Stephens|I]] am certain that nothing short of <br/>
unsurmountable obstacles would be per-<br/>
mited to check and altimately <strike>destory</strike> destroy <br/>
this laudable feeling by having them left <br/>
in a position to be unable to bring their <br/>
work before the public for the want of a <br/>
suitable building, wherein to appear.</p>

<p>The society has a noble mission to full-<br/>
fill, in advancing musical interest through<br/>
out our community. And I know of no better <br/>
wa<strike>s</strike>y at present than this to work.</p>

<p>We will cheerfully do anything desirable to-<br/>
wards securing this privilege of giving <br/>
our contemplated Festival, in the [[Tabernacle, Salt Lake City, Salt Lake County, Utah Territory|Tabernacle]],<br/>
and promise you if it be granted, that <br/>
we shall do work that you, and every lover <br/>
of progress will be proud of.</p>

<p>I should not have troubled you at this <br/>
time when I realize that you have so <br/>
much important work on your hands.<br/>
Were it not that we are presed so for time </p>","exhibitaed by this large body of singers in their  work, I am certain that nothing short of  unsurmountable obstacles would be per- mited to check and altimately destory destroy  this laudable feeling by having them left  in a position to be unable to bring their  work before the public for the want of a  suitable building, wherein to appear.  The society has a noble mission to full- fill, in advancing musical interest through out our community. And I know of no better  wasy at present than this to work.  We will cheerfully do anything desirable to- wards securing this privilege of giving  our contemplated Festival, in the Tabernacle, and promise you if it be granted, that  we shall do work that you, and every lover  of progress will be proud of.  I should not have troubled you at this  time when I realize that you have so  much important work on your hands. Were it not that we are presed so for time "
18030,4c257847-cf06-421d-8c53-4d456d60b1d5,1892-03-16,"<p>[[Evan Stephens|I]] realize it comes far short <br/>
of paying for the improvements <br/>
(Which we greatly enjoy) but if <br/>
you desire it, we are willing <br/>
and ready to <u>try again</u>, untill<br/>
it is <u>entirely clear</u>, The singers <br/>
I believe, all feel cheerfully willing <br/>
to do their utmost, though it means <br/>
much time and labor.  Yet they <br/>
seem to enjoy it. And to prepare <br/>
this extra work all really aids <br/>
in perfecting their ability to do <br/>
good musical work, and to urge them<br/>
to attend well.</p>

<p>I believe a repetition of the <br/>
same Entertainment at a time <br/>
when thousands are in the city </p>","I realize it comes far short  of paying for the improvements  (Which we greatly enjoy) but if  you desire it, we are willing  and ready to try again, untill it is entirely clear, The singers  I believe, all feel cheerfully willing  to do their utmost, though it means  much time and labor.  Yet they  seem to enjoy it. And to prepare  this extra work all really aids  in perfecting their ability to do  good musical work, and to urge them to attend well.  I believe a repetition of the  same Entertainment at a time  when thousands are in the city "
18031,d13ceaa2-778e-41eb-925d-94ae5e38667c,1890-04-02,"<p>in order to prepare, and at once engage <br/>
Miss Juck, who is in such demand.</p>

<p>If we can get the [[Tabernacle, Salt Lake City, Salt Lake County, Utah Territory|building]], on May 22,<br/>
23, and 24th I will promise you the Society <br/>
will furnish the music at the meeting Sun-<br/>
day 25th, if desired.</p>

<p>Financially our aim would be to, first of <br/>
all, clear the heavy expences such a festival<br/>
would entail. Then place some funds in the <br/>
treasury of the Society to meet ordinary ex-<br/>
pences, also to app<strike>o</strike>ropriate some funds to <br/>
aid music in the schools of the [[Salt Lake City, Salt Lake County, Utah Territory|city]].</p>

<p>We would cheerfully turn one tenth of the <br/>
gross receipts for the use of the building for <br/>
you to use as you deem fit. And place <br/>
our admission price at the same as the <br/>
Gilmores Concerts were.</p>

<p>An early reply would greatly favor me</p>

<p>Your Bro. [[Evan Stephens|Evan Stephens]]<br/>
850 E. 1<sup><u>st</u></sup> South st<br/>
City</p>","in order to prepare, and at once engage  Miss Juck, who is in such demand.  If we can get the building, on May 22, 23, and 24th I will promise you the Society  will furnish the music at the meeting Sun- day 25th, if desired.  Financially our aim would be to, first of  all, clear the heavy expences such a festival would entail. Then place some funds in the  treasury of the Society to meet ordinary ex- pences, also to apporopriate some funds to  aid music in the schools of the city.  We would cheerfully turn one tenth of the  gross receipts for the use of the building for  you to use as you deem fit. And place  our admission price at the same as the  Gilmores Concerts were.  An early reply would greatly favor me  Your Bro. Evan Stephens 850 E. 1st South st City"
18032,aacb2a07-ee6f-4813-ad17-28526fbacab0,1892-03-16,"<p>for the general Conference would <br/>
be greatly appreciated by the <br/>
people generally: if you deem <br/>
it wise and proper to devote one <br/>
night to it, [[Evan Stephens|I]] think I can <br/>
carry it through successfully ;<br/>
The Beneficial effect of such an <br/>
entertainment might not be equal <br/>
to a night devoted to other religious<br/>
matters.  But it would not be <br/>
<u>small</u>- indeed it would be great <br/>
from a <u>musical standpoint</u>. <br/>
Should you desire this to be<br/>
done, will you please inform me <br/>
<u>at once.</u> so that I may have sufficient <br/>
<strike>proper</strike> time to prepare,  No<br/>
preparation is now nessesary<u> in</u><br/>
the Building and there would </p>","for the general Conference would  be greatly appreciated by the  people generally: if you deem  it wise and proper to devote one  night to it, I think I can  carry it through successfully ; The Beneficial effect of such an  entertainment might not be equal  to a night devoted to other religious matters.  But it would not be  small- indeed it would be great  from a musical standpoint.  Should you desire this to be done, will you please inform me  at once. so that I may have sufficient  proper time to prepare,  No preparation is now nessesary in the Building and there would "
18033,d2d6bf06-6fe5-4816-971d-942742cf24fc,1892-03-16,"<p>be no trouble or inconvenience <br/>
there. it is all in preparing <br/>
singers. and making it known <br/>
in time to the people.  I believe <br/>
the rest of the seats could be cleared <br/>
at once in this way, and we like <br/>
to clear our way - We Singers - ^I mean,^<br/>
I speak freely to you, and await <br/>
orders to do just as you deem <br/>
best in the matter.</p>

<p>The choir is attending, and working <br/>
well in every respect, which <br/>
gives me much pleasure.</p>

<p>Your Bro.<br/>
[[Evan Stephens|Evan Stephens]]<br/>
831. E. 1st South St<br/>
[[Salt Lake City, Salt Lake County, Utah Territory|Salt Lake City]].</p>","be no trouble or inconvenience  there. it is all in preparing  singers. and making it known  in time to the people.  I believe  the rest of the seats could be cleared  at once in this way, and we like  to clear our way - We Singers - ^I mean,^ I speak freely to you, and await  orders to do just as you deem  best in the matter.  The choir is attending, and working  well in every respect, which  gives me much pleasure.  Your Bro. Evan Stephens 831. E. 1st South St Salt Lake City."
18034,035657e7-425a-4440-8b27-00f3eab2cd51,1895-06-15,"<p>[[Salt Lake City, Salt Lake County, Utah Territory|Salt Lake City]] &amp;, Utah, <time datetime=""1895-06-15"">June 15th: 1895</time><br/>
To Presidents Wilford Woodruff; [[George Quayle Cannon|Geo Q. Cannon]] and [[Joseph Fielding Smith|Jos F Smith]]; <br/>
Dear Bretheren: - The Cambrian Sociey of [[Utah Territory|Utah]] (including the <br/>
leading Welsh Bret^h^eren of our people), have inaugurated their <br/>
National Institution the Eisteddfod, contests in music, poetry <br/>
and art, and one similiar to that held at the World's Fair is <br/>
contemplated for next fall in this city.  At a meeting, held <br/>
recently, of the program committee, of which they had elected <br/>
me chairman, it was urged upon me to solicit you for the use <br/>
of the [[Tabernacle, Salt Lake City, Salt Lake County, Utah Territory|Tabernacle]] in which to hold this musical festival; <br/>
associating with it the tabernacle choir, into whose treasury <br/>
they are willing to turn over twenty per cent of gross receipts <br/>
from the three meetings contemplated.  As it will create cons^i^d-<br/>
-erable interest throughout musical circles everywhere, and<strike> amg</strike><br/>
among the Welsh people in particular.  While most of the benef-<br/>
-it must accrue to our own organizations<strike>s</strike> choirs etc. (Prizes <br/>
to the amount of nearly two thousand dollars will be given.)<br/>
<strike>which will</strike> having a tendency to stimulate our musical organizat-<br/>
-ions to much action, and is such an event would naturally inter-<br/>
-fere with any other plans the choir might try to carry out ne-<br/>
-xt fall I am inclined to beleive, if there are no serious ob-<br/>
jections, that to grant the use of the building under such <br/>
conditions would be the best means of aiding the choir and would be <br/>
amply justified from the noble character of the work, our <br/>
position in encouraging musical progress,and the scale upon <br/>
which it is carried on; all reflecting, indirectly at least, credit <br/>
upon our community.  The society would desire the afternnon <strike>an</strike><br/>
and evening the day before conferance, and the first night of <br/>
conferance, which I thought might be used in place of our <br/>
usual tabernacle choir concert.  I am favorable to such an ar<br/>
rangement.  Will you bretheren give it your consideration and <br/>
inform me at your earliest convenience of your decision</p>

<p>Your Brother, [[Evan Stephens|Evan<u> Stephens</u>]]</p>","Salt Lake City and, Utah, June 15th: 1895 To Presidents Wilford Woodruff; Jos F Smith;  Dear Bretheren: - The Cambrian Sociey of Utah (including the  leading Welsh Bret^h^eren of our people), have inaugurated their  National Institution the Eisteddfod, contests in music, poetry  and art, and one similiar to that held at the World's Fair is  contemplated for next fall in this city.  At a meeting, held  recently, of the program committee, of which they had elected  me chairman, it was urged upon me to solicit you for the use  of the Tabernacle in which to hold this musical festival;  associating with it the tabernacle choir, into whose treasury  they are willing to turn over twenty per cent of gross receipts  from the three meetings contemplated.  As it will create cons^i^d- -erable interest throughout musical circles everywhere, and amg among the Welsh people in particular.  While most of the benef- -it must accrue to our own organizationss choirs etc. (Prizes  to the amount of nearly two thousand dollars will be given.) which will having a tendency to stimulate our musical organizat- -ions to much action, and is such an event would naturally inter- -fere with any other plans the choir might try to carry out ne- -xt fall I am inclined to beleive, if there are no serious ob- jections, that to grant the use of the building under such  conditions would be the best means of aiding the choir and would be  amply justified from the noble character of the work, our  position in encouraging musical progress,and the scale upon  which it is carried on; all reflecting, indirectly at least, credit  upon our community.  The society would desire the afternnon an and evening the day before conferance, and the first night of  conferance, which I thought might be used in place of our  usual tabernacle choir concert.  I am favorable to such an ar rangement.  Will you bretheren give it your consideration and  inform me at your earliest convenience of your decision  Your Brother, Evan Stephens"
18035,40fd7cc5-1d94-4258-9627-5562cba600d7,1890-04-10,"<p>[[Salt Lake City, Salt Lake County, Utah Territory|Salt Lake City]] <time datetime=""1890-04-10"">April 10th [18]90</time><br/>
President Woodruff and Councilors,<br/>
Brethren.</p>

<p>In compliance with your suggestion <br/>
[[Evan Stephens|I]] called on Attorney Richards relative <br/>
to the [[Tabernacle, Salt Lake City, Salt Lake County, Utah Territory|tabernacle]] and the Festival.</p>

<p>the substance of his reply was as follows, <br/>
that you should not have sent me to them <br/>
as you were aware of his opinion in the <br/>
matter. which had been the same all the time <br/>
since I, five years ago, was refused the <br/>
use of the buildings; (unless admission fees <br/>
were dispensed with) on the grounds that an <br/>
advantage <u>might</u> be taken of it by the <br/>
Government if the place was not reserved <br/>
exclusively for Religious Worship.</p>

<p>He did not think the <u>admission</u> <u>fee</u> of such <br/>
importance <u>now</u>, as that might be arranged,<br/>
But <u>anything</u> other than Religious worship </p>","Salt Lake City April 10th 1890 President Woodruff and Councilors, Brethren.  In compliance with your suggestion  I called on Attorney Richards relative  to the tabernacle and the Festival.  the substance of his reply was as follows,  that you should not have sent me to them  as you were aware of his opinion in the  matter. which had been the same all the time  since I, five years ago, was refused the  use of the buildings; (unless admission fees  were dispensed with) on the grounds that an  advantage might be taken of it by the  Government if the place was not reserved  exclusively for Religious Worship.  He did not think the admission fee of such  importance now, as that might be arranged, But anything other than Religious worship "
18036,d26015e4-e137-46f0-ba39-51fbb3ce7f06,1890-04-10,"<p>in the [[Tabernacle, Salt Lake City, Salt Lake County, Utah Territory|building]] might be construed <br/>
unfavorably.</p>

<p>[[Evan Stephens|I]] asked how this could be made consistent <br/>
with the fact that the building had been <br/>
granted to other parties a number of times <br/>
since it was refused me, and the same <br/>
explanation ^was^ made to me, and my five hundred <br/>
students, five years ago. to which he replied:<br/>
that his views, and advice, had constantly <br/>
been the same; but that you had a perfect <br/>
right to take the matter into your own <br/>
hands, as you had done in these other <br/>
cases, and run whatever risk there was <br/>
in using the building as you saw fit.<br/>
and that there<u> might</u> even <u>be</u> <u>no</u> risk, as<br/>
other churches sometimes were used for like <br/>
purposes. But that from a legal stand-<br/>
point he was unwilling <strike>that</strike> in case <br/>
of trouble ^that^ <u>he</u> could be blamed for <br/>
advising the use of it under any conditions <br/>
for anything other than religious Worship.</p>","in the building might be construed  unfavorably.  I asked how this could be made consistent  with the fact that the building had been  granted to other parties a number of times  since it was refused me, and the same  explanation ^was^ made to me, and my five hundred  students, five years ago. to which he replied: that his views, and advice, had constantly  been the same; but that you had a perfect  right to take the matter into your own  hands, as you had done in these other  cases, and run whatever risk there was  in using the building as you saw fit. and that there might even be no risk, as other churches sometimes were used for like  purposes. But that from a legal stand- point he was unwilling that in case  of trouble ^that^ he could be blamed for  advising the use of it under any conditions  for anything other than religious Worship."
18037,a64f2687-f4df-4972-a095-65b5f972075d,1890-04-10,"<p>[[Evan Stephens|I]] regret that I am unable to give any <br/>
satisfactory reasons to the society for my <br/>
failure to get the use of the [[Tabernacle, Salt Lake City, Salt Lake County, Utah Territory|building]] for them,<br/>
as they were willing to comply with any conditions <br/>
upon which others have had it, and doubtless <br/>
feel equally deserving in every respect <br/>
to anything that has, or may come into <br/>
exhistence, in the way of musical organizations.</p>

<p>I admit it looks as if <u>I </u> was the obstacle <br/>
personally, and if so, I am content to step <br/>
aside, and resign my position as conductor, if <br/>
by ^my^ so doing they can proceed with the glorious <br/>
musical work they have begun.</p>

<p>If, under the circumstances, you could <br/>
write a letter that I might read to the <br/>
Society, that <strike>might</strike> ^would^ explain matters to <br/>
their satisfaction. <strike>Showing</strike> <strike>why</strike> It would <br/>
greatly oblige me, as it would relieve <br/>
me of the apparent blame, or at least <br/>
put things in their true light. and put <br/>
a stop to much questionings that I know<br/>
not how to answer.</p>","I regret that I am unable to give any  satisfactory reasons to the society for my  failure to get the use of the building for them, as they were willing to comply with any conditions  upon which others have had it, and doubtless  feel equally deserving in every respect  to anything that has, or may come into  exhistence, in the way of musical organizations.  I admit it looks as if I  was the obstacle  personally, and if so, I am content to step  aside, and resign my position as conductor, if  by ^my^ so doing they can proceed with the glorious  musical work they have begun.  If, under the circumstances, you could  write a letter that I might read to the  Society, that might ^would^ explain matters to  their satisfaction. Showing why It would  greatly oblige me, as it would relieve  me of the apparent blame, or at least  put things in their true light. and put  a stop to much questionings that I know not how to answer."
